author_name,painting_name,Style,Genre,Theme,Date,Period,image_url
Austin Osman Spare,Portrait Of The Artist 1907,"Symbolism,Art Nouveau (Modern)",abstract,,1907,,https://uploads8.wikiart.org//00149//images//austin-osman-spare//portrait-of-the-artist-1907.jpg!Large.jpg
Sedrak Arakelyan,Sevan In The Morning 1940,Realism,"landscape,portrait",,,,https://uploads3.wikiart.org//images//sedrak-arakelyan//sevan-in-the-morning-1940.jpg
Sedrak Arakelyan,View From The Sevan Island 1937,Realism,"landscape,portrait",,,,https://uploads0.wikiart.org//images//sedrak-arakelyan//view-from-the-sevan-island-1937.jpg
Sedrak Arakelyan,Sevan 1925,Realism,"landscape,portrait",,,,https://uploads6.wikiart.org//images//sedrak-arakelyan//sevan-1925.jpg
Sedrak Arakelyan,Autumn Yerevan 1924,Post-Impressionism,"landscape,portrait",,1923,,https://uploads6.wikiart.org//images//sedrak-arakelyan//autumn-yerevan-1924.jpg
Sedrak Arakelyan,Spring Spring Garden 1923,Post-Impressionism,"landscape,portrait",,,,https://uploads3.wikiart.org//images//sedrak-arakelyan//spring-spring-garden-1923.jpg
Raphael Delorme,Untitled 1940,Art Deco,portrait,,1940,,https://uploads8.wikiart.org//images//raphael-delorme//untitled-1940.jpg
Raphael Delorme,Untitled 1930,Art Deco,nude painting (nu),,1930,,https://uploads8.wikiart.org//images//raphael-delorme//untitled-1930.jpg
Raphael Delorme,V Nus Au Voile Bleu 1925,Art Deco,mythological painting,,1925,,https://uploads2.wikiart.org//images//raphael-delorme//v-nus-au-voile-bleu-1925.jpg!Large.jpg
Raphael Delorme,The Stairs 1925,Art Deco,nude painting (nu),,1925,,https://uploads1.wikiart.org//images//raphael-delorme//the-stairs-1925.jpg
Raphael Delorme,L Afrique 1925,Art Deco,allegorical painting,,1925,,https://uploads0.wikiart.org//images//raphael-delorme//l-afrique-1925.jpg
Raphael Delorme,Elsa Maxwell S Hotel For Women 1925,Art Deco,nude painting (nu),,1925,,https://uploads4.wikiart.org//images//raphael-delorme//elsa-maxwell-s-hotel-for-women-1925.jpg!Large.jpg
Maurice Utrillo,Les Anciens Moulins De Montmartre Et La Ferme Debray 1923,Post-Impressionism,cityscape,,1923,,https://uploads2.wikiart.org//00160//images//maurice-utrillo//maurice-utrillo-les-anciens-moulins-de-montmartre-et-la-ferme-debray.jpg
Maurice Utrillo,Le Moulin De La Galette A Montmartre 1915,Post-Impressionism,cityscape,,1915,,https://uploads2.wikiart.org//00160//images//maurice-utrillo//image.jpg
Maurice Utrillo,The Windmill At Sannois 1912,Post-Impressionism,cityscape,,1912,,https://uploads2.wikiart.org//00160//images//maurice-utrillo//xx113.jpg
Maurice Utrillo,La Place Du Tertre 1910,Post-Impressionism,cityscape,,1910,,https://uploads2.wikiart.org//00160//images//maurice-utrillo//54479.jpg
Georges Ribemont Dessaignes,Petit D Sert 1920,Dada,abstract,,1920,,https://uploads6.wikiart.org//images//georges-ribemont-dessaignes//petit-d-sert-1920.jpg
Georges Ribemont Dessaignes,Grand Musicien 1920,Dada,sketch and study,,1920,,https://uploads8.wikiart.org//images//georges-ribemont-dessaignes//grand-musicien-1920.jpg
Georges Ribemont Dessaignes,Dieu Bicyclette 1920,Dada,sketch and study,,1920,,https://uploads0.wikiart.org//images//georges-ribemont-dessaignes//dieu-bicyclette-1920.jpg
Georges Ribemont Dessaignes,Comedien 1920,Dada,sketch and study,,1920,,https://uploads2.wikiart.org//images//georges-ribemont-dessaignes//comedien-1920.jpg
Georges Ribemont Dessaignes,Silence 1915,Dada,figurative,,1915,,https://uploads1.wikiart.org//images//georges-ribemont-dessaignes//silence-1915.jpg
Georges Ribemont Dessaignes,Paysage Du Midi 1905,Pointillism,landscape,,1905,,https://uploads0.wikiart.org//images//georges-ribemont-dessaignes//paysage-du-midi-1905.jpg
Max Jacob,Vaches Dans Un Paysage 1943,"Expressionism,Cubism",mythological painting,,1943,,https://uploads5.wikiart.org//00114//images//max-jacob//vaches-dans-un-paysage-1943.jpg!Large.jpg
Max Jacob,La Visitation 1938,"Expressionism,Cubism",religious painting,,1938,,https://uploads5.wikiart.org//00114//images//max-jacob//la-visitation-1938.jpg!Large.jpg
Max Jacob,Fetes A Quimper 1930,Expressionism,genre painting,,1930,,https://uploads6.wikiart.org//00114//images//max-jacob//f-tes-quimper-1930-gouache-sur-papier.jpg!Large.jpg
Max Jacob,Leglise De Locmaria A Quimper 1927,Expressionism,cityscape,,1927,,https://uploads2.wikiart.org//00114//images//max-jacob//l-glise-de-locmaria-quimper-1927-gouache-sur-papier.jpg!Large.jpg
Edouard Cortes,Quay Du Louvre 4,Post-Impressionism,cityscape,,1925,,https://uploads2.wikiart.org//images//edouard-cortes//quay-du-louvre-4.jpg!Large.jpg
Edouard Cortes,St Denis 7,Post-Impressionism,cityscape,,1905,,https://uploads5.wikiart.org//images//edouard-cortes//st-denis-7.jpg!Large.jpg
Edouard Cortes,Paris Evening,Post-Impressionism,cityscape,,1905,,https://uploads8.wikiart.org//images//edouard-cortes//paris-evening.jpg!Large.jpg
Edouard Cortes,Lamp Effect,Post-Impressionism,cityscape,,1903,,https://uploads6.wikiart.org//images//edouard-cortes//lamp-effect.jpg!Large.jpg
Samuel Schwarz,View Of Sarphatipark 1942,Expressionism,landscape,,1942,,https://uploads8.wikiart.org//00114//images//samuel-schwarz//view-of-sarphatipark-1942.png!Large.png
Samuel Schwarz,Zelfportret Aan De Ezel 1940,Expressionism,self-portrait,,1940,,https://uploads1.wikiart.org//00114//images//samuel-schwarz//zelfportret-aan-de-ezel-1940.jpg
Samuel Schwarz,Cover Design For Trotskys Autobiography 1939,Constructivism,design,,1939,,https://uploads1.wikiart.org//00114//images//samuel-schwarz//cover-design-for-trotsky-s-autobiography-1939.jpg!Large.jpg
Samuel Schwarz,Still Life With Flowers 1916,Fauvism,flower painting,,1916,,https://uploads2.wikiart.org//00114//images//samuel-schwarz//still-life-with-flowers-1916.jpg!Large.jpg
Samuel Schwarz,Spanish Village 1914,Cubism,cityscape,,1914,,https://uploads2.wikiart.org//00114//images//samuel-schwarz//spanish-village-1914.jpg
Samuel Schwarz,Village Street In The Sun 1912,"Cubism,Fauvism",cityscape,,1912,,https://uploads4.wikiart.org//00114//images//samuel-schwarz//village-street-in-the-sun-1912.jpg!Large.jpg
Galileo Chini,Velieri Sullo Scalo A Viareggio 1937,Impressionism,marina,,1937,,https://uploads2.wikiart.org//images//galileo-chini//velieri-sullo-scalo-a-viareggio-1937.jpg
Galileo Chini,La Primavera Che Perennemente Si Rinnova 1914,Art Nouveau (Modern),allegorical painting,,1914,,https://uploads3.wikiart.org//images//galileo-chini//la-primavera-che-perennemente-si-rinnova-1914.jpg!Large.jpg
Galileo Chini,Il Mio Cortile A Bangkokg 1911,Impressionism,cityscape,,1911,,https://uploads5.wikiart.org//images//galileo-chini//il-mio-cortile-a-bangkokg-1911.jpg
Galileo Chini,Il Tifone 1911,Art Nouveau (Modern),marina,,1911,,https://uploads7.wikiart.org//images//galileo-chini//il-tifone-1911.jpg
Galileo Chini,La Danzatrice 1911,Art Nouveau (Modern),nude painting (nu),,1911,,https://uploads3.wikiart.org//images//galileo-chini//la-danzatrice-1911.jpg!Large.jpg
Galileo Chini,All Gorie De La Peinture 1895,Art Nouveau (Modern),allegorical painting,,1895,,https://uploads4.wikiart.org//images//galileo-chini//all-gorie-de-la-peinture-1895.jpg
Kimon Loghi,Marina 1935,Impressionism,marina,,1935,,https://uploads3.wikiart.org//images//kimon-loghi//marina-1935.jpg!Large.jpg
Kimon Loghi,On The Shore 1934,"Post-Impressionism,Symbolism",landscape,,1934,,https://uploads0.wikiart.org//images//kimon-loghi//on-the-shore-1934.jpg!Large.jpg
Kimon Loghi,Springtime 1930,Post-Impressionism,landscape,,1930,,https://uploads7.wikiart.org//images//kimon-loghi//springtime-1930.jpg!Large.jpg
Kimon Loghi,The Lake Fairy 1915,Symbolism,symbolic painting,,1915,,https://uploads2.wikiart.org//images//kimon-loghi//the-lake-fairy-1915.jpg!Large.jpg
Kimon Loghi,Girl From Tassos Island 1906,Impressionism,portrait,,1906,,https://uploads2.wikiart.org//images//kimon-loghi//girl-from-tassos-island-1906.jpg!Large.jpg
Kimon Loghi,The Oriental Woman 1898,"Orientalism,Symbolism",portrait,,1898,,https://uploads6.wikiart.org//images//kimon-loghi//the-oriental-woman-1898.jpg!Large.jpg
